case_number,date_last_modified,ground,reason,status,date_filed,petition_number
T99-0045,2-13-2018,,,Action needed,1999-01-01 01:01:01,9385
T99-0046,2-13-2018,,,Action needed,1999-01-01 01:01:01,9386
T99-0047,2-13-2018,,,Action needed,1999-01-01 01:01:01,9387
T99-0049,2-13-2018,,,Action needed,1999-01-01 01:01:01,9388
T99-0050,2-13-2018,,,Action needed,1999-01-01 01:01:01,9389
T99-0051,2-13-2018,,,Action needed,1999-01-01 01:01:01,9390
T99-0052,2-13-2018,,,Action needed,1999-01-01 01:01:01,9391
T99-0053,2-13-2018,,,Action needed,1999-01-01 01:01:01,9392
T99-0054,2-13-2018,,,Action needed,1999-01-01 01:01:01,9393
T99-0055,2-13-2018,,,Action needed,1999-01-01 01:01:01,9394
T99-0056,2-13-2018,,,Action needed,1999-01-01 01:01:01,9395
T99-0057,2-13-2018,,,Action needed,1999-01-01 01:01:01,9396
T99-0058,2-13-2018,,,Action needed,1999-01-01 01:01:01,9397
T99-0059,2-13-2018,,,Action needed,1999-01-01 01:01:01,9398
T99-0060,2-13-2018,,,Action needed,1999-01-01 01:01:01,9399
T99-0061,2-13-2018,,,Action needed,1999-01-01 01:01:01,9400
T99-0062,2-13-2018,,,Action needed,1999-01-01 01:01:01,9401
T99-0063,2-13-2018,,,Action needed,1999-01-01 01:01:01,9402
T99-0064,2-13-2018,,,Action needed,1999-01-01 01:01:01,9403
T99-0066,2-13-2018,,,Action needed,1999-01-01 01:01:01,9405
T99-0067,2-13-2018,,,Action needed,1999-01-01 01:01:01,9406
T99-0068,2-13-2018,,,Action needed,1999-01-01 01:01:01,9407
T99-0070,2-13-2018,,,Action needed,1999-01-01 01:01:01,9408
T99-0072,2-13-2018,,,Action needed,1999-01-01 01:01:01,9410
T99-0075,2-13-2018,,,Action needed,1999-01-01 01:01:01,9411
T99-0076,2-13-2018,,,Action needed,1999-01-01 01:01:01,9412
T99-0077,2-13-2018,,,Action needed,1999-01-01 01:01:01,9413
T99-0080,2-13-2018,,,Action needed,1999-01-01 01:01:01,9415
T99-0081,2-13-2018,,,Action needed,1999-01-01 01:01:01,9416
T99-0084,2-13-2018,,,Action needed,1999-01-01 01:01:01,9418
T99-0089,2-13-2018,,,Action needed,1999-01-01 01:01:01,9422
T99-0090,2-13-2018,,,Action needed,1999-01-01 01:01:01,9423
T99-0091,2-13-2018,,,Action needed,1999-01-01 01:01:01,9424
T99-0092,2-13-2018,,,Action needed,1999-01-01 01:01:01,9425
T99-0093,2-13-2018,,,Action needed,1999-01-01 01:01:01,9426
T99-0094,2-13-2018,,,Action needed,1999-01-01 01:01:01,9427
T99-0095,2-13-2018,,,Action needed,1999-01-01 01:01:01,9428
T99-0096,2-13-2018,,,Action needed,1999-01-01 01:01:01,9429
T99-0097,2-13-2018,,,Action needed,1999-01-01 01:01:01,9430
T99-0098,2-13-2018,,,Action needed,1999-01-01 01:01:01,9431
T99-0099,2-13-2018,,,Action needed,1999-01-01 01:01:01,9432
T99-0100,2-13-2018,,,Action needed,1999-01-01 01:01:01,9433
T99-0101,2-13-2018,,,Action needed,1999-01-01 01:01:01,9434
T99-0103,2-13-2018,,,Action needed,1999-01-01 01:01:01,9436
T99-0104,2-13-2018,,,Action needed,1999-01-01 01:01:01,9437
T99-0106,2-13-2018,,,Action needed,1999-01-01 01:01:01,9439
T99-0107,2-13-2018,,,Action needed,1999-01-01 01:01:01,9440
T99-0108,2-13-2018,,,Action needed,1999-01-01 01:01:01,9441
T99-0110,2-13-2018,,,Action needed,1999-01-01 01:01:01,9442
T99-0111,2-13-2018,,,Action needed,1999-01-01 01:01:01,9443
T99-0112,2-13-2018,,,Action needed,1999-01-01 01:01:01,9444
T99-0113,2-13-2018,,,Action needed,1999-01-01 01:01:01,9445
T99-0114,2-13-2018,,,Action needed,1999-01-01 01:01:01,9446
T99-0124,2-13-2018,,,Action needed,1999-01-01 01:01:01,9453
T99-0125,2-13-2018,,,Action needed,1999-01-01 01:01:01,9454
T99-0126,2-13-2018,,,Action needed,1999-01-01 01:01:01,9455
T99-0130,2-13-2018,,,Action needed,1999-01-01 01:01:01,9458
T99-0131,2-13-2018,,,Action needed,1999-01-01 01:01:01,9459
T99-0132,2-13-2018,,,Action needed,1999-01-01 01:01:01,9460
T99-0133,2-13-2018,,,Action needed,1999-01-01 01:01:01,9461
T99-0134,2-13-2018,,,Action needed,1999-01-01 01:01:01,9462
T99-0135,2-13-2018,,,Action needed,1999-01-01 01:01:01,9463
T99-0139,2-13-2018,,,Action needed,1999-01-01 01:01:01,9467
T99-0141,2-13-2018,,,Action needed,1999-01-01 01:01:01,9468
T99-0142,2-13-2018,,,Action needed,1999-01-01 01:01:01,9469
T99-0147,2-13-2018,,,Action needed,1999-01-01 01:01:01,9472
T99-0152,2-13-2018,,,Action needed,1999-01-01 01:01:01,9475
T99-0154,2-13-2018,,,Action needed,1999-01-01 01:01:01,9477
T99-0155,2-13-2018,,,Action needed,1999-01-01 01:01:01,9478
T99-0157,2-13-2018,,,Action needed,1999-01-01 01:01:01,9480
T99-0158,2-13-2018,,,Action needed,1999-01-01 01:01:01,9481
T99-0168,2-13-2018,,,Action needed,1999-01-01 01:01:01,9485
T99-0172,2-13-2018,,,Action needed,1999-01-01 01:01:01,9489
T99-0173,2-13-2018,,,Action needed,1999-01-01 01:01:01,9490
T99-0174,2-13-2018,,,Action needed,1999-01-01 01:01:01,9491
T99-0177,2-13-2018,,,Action needed,1999-01-01 01:01:01,9494
T99-0181,2-13-2018,,,Action needed,1999-01-01 01:01:01,9495
T99-0187,2-13-2018,,,Action needed,1999-01-01 01:01:01,9498
T99-0188,2-13-2018,,,Action needed,1999-01-01 01:01:01,9499
T99-0192,2-13-2018,,,Action needed,1999-01-01 01:01:01,9501
T99-0194,2-13-2018,,,Action needed,1999-01-01 01:01:01,9502
T99-0195,2-13-2018,,,Action needed,1999-01-01 01:01:01,9503
T99-0199,2-13-2018,,,Action needed,1999-01-01 01:01:01,9505
T99-0200,2-13-2018,,,Action needed,1999-01-01 01:01:01,9506
T99-0209,2-13-2018,,,Action needed,1999-01-01 01:01:01,9510
T99-0030,2-13-2018,,,Completed,1999-01-01 01:01:01,9371
L98-0134,1-1-1998,,Approval of Increase,Completed,1998-01-01 01:01:01,8941
L98-0157,1-1-1998,,Approval of Increase,Completed,1998-01-01 01:01:01,8942
T98-0001,2-13-2018,,,Completed,1998-01-01 01:01:01,9154
T98-0003,2-13-2018,,,Completed,1998-01-01 01:01:01,9155
T98-0004,2-13-2018,,,Completed,1998-01-01 01:01:01,9156
T98-0006,2-13-2018,,,Completed,1998-01-01 01:01:01,9157
T98-0007,2-13-2018,,,Completed,1998-01-01 01:01:01,9158
T98-0008,2-13-2018,,,Completed,1998-01-01 01:01:01,9159
T98-0009,2-13-2018,,,Completed,1998-01-01 01:01:01,9160
T98-0010,2-13-2018,,,Completed,1998-01-01 01:01:01,9161
T98-0011,2-13-2018,,,Completed,1998-01-01 01:01:01,9162
T98-0012,2-13-2018,,,Completed,1998-01-01 01:01:01,9163
T98-0013,2-13-2018,,,Completed,1998-01-01 01:01:01,9164
T98-0014,2-13-2018,,,Completed,1998-01-01 01:01:01,9165
T98-0015,2-13-2018,,,Completed,1998-01-01 01:01:01,9166
T98-0016,2-13-2018,,,Completed,1998-01-01 01:01:01,9167
T98-0017,2-13-2018,,,Completed,1998-01-01 01:01:01,9168
T98-0018,2-13-2018,,,Completed,1998-01-01 01:01:01,9169
T98-0019,2-13-2018,,,Completed,1998-01-01 01:01:01,9170
T98-0020,2-13-2018,,,Completed,1998-01-01 01:01:01,9171
T98-0021,2-13-2018,,,Completed,1998-01-01 01:01:01,9172
T98-0022,2-13-2018,,,Completed,1998-01-01 01:01:01,9173
T98-0023,2-13-2018,,,Completed,1998-01-01 01:01:01,9174
T98-0024,2-13-2018,,,Completed,1998-01-01 01:01:01,9175
T98-0025,2-13-2018,,,Completed,1998-01-01 01:01:01,9176
T98-0026,2-13-2018,,,Completed,1998-01-01 01:01:01,9177
T98-0027,2-13-2018,,,Completed,1998-01-01 01:01:01,9178
T98-0028,2-13-2018,,,Completed,1998-01-01 01:01:01,9179
T98-0029,2-13-2018,,,Completed,1998-01-01 01:01:01,9180
T98-0030,2-13-2018,,,Completed,1998-01-01 01:01:01,9181
T98-0031,2-13-2018,,,Completed,1998-01-01 01:01:01,9182
T98-0032,2-13-2018,,,Completed,1998-01-01 01:01:01,9183
T98-0033,2-13-2018,,,Completed,1998-01-01 01:01:01,9184
T98-0034,2-13-2018,,,Completed,1998-01-01 01:01:01,9185
T98-0035,2-13-2018,,,Completed,1998-01-01 01:01:01,9186
T98-0036,2-13-2018,,,Completed,1998-01-01 01:01:01,9187
T98-0037,2-13-2018,,,Completed,1998-01-01 01:01:01,9188
T98-0038,2-13-2018,,,Completed,1998-01-01 01:01:01,9189
T98-0039,2-13-2018,,,Completed,1998-01-01 01:01:01,9190
T98-0040,2-13-2018,,,Completed,1998-01-01 01:01:01,9191
T98-0041,2-13-2018,,,Completed,1998-01-01 01:01:01,9192
T98-0042,2-13-2018,,,Completed,1998-01-01 01:01:01,9193
T98-0043,2-13-2018,,,Completed,1998-01-01 01:01:01,9194
T98-0044,2-13-2018,,,Completed,1998-01-01 01:01:01,9195
T98-0045,2-13-2018,,,Completed,1998-01-01 01:01:01,9196
T98-0046,2-13-2018,,,Completed,1998-01-01 01:01:01,9197
T98-0047,2-13-2018,,,Completed,1998-01-01 01:01:01,9198
T98-0048,2-13-2018,,,Completed,1998-01-01 01:01:01,9199
T98-0049,2-13-2018,,,Completed,1998-01-01 01:01:01,9200
T98-0050,2-13-2018,,,Completed,1998-01-01 01:01:01,9201
T98-0051,2-13-2018,,,Completed,1998-01-01 01:01:01,9202
T98-0052,2-13-2018,,,Completed,1998-01-01 01:01:01,9203
T98-0053,2-13-2018,,,Completed,1998-01-01 01:01:01,9204
T98-0054,2-13-2018,,,Completed,1998-01-01 01:01:01,9205
T98-0055,2-13-2018,,,Completed,1998-01-01 01:01:01,9206
T98-0056,2-13-2018,,,Completed,1998-01-01 01:01:01,9207
T98-0057,2-13-2018,,,Completed,1998-01-01 01:01:01,9208
T98-0058,2-13-2018,,,Completed,1998-01-01 01:01:01,9209
T98-0059,2-13-2018,,,Completed,1998-01-01 01:01:01,9210
T98-0060,2-13-2018,,,Completed,1998-01-01 01:01:01,9211
T98-0061,2-13-2018,,,Completed,1998-01-01 01:01:01,9212
T98-0062,2-13-2018,,,Completed,1998-01-01 01:01:01,9213
T98-0063,2-13-2018,,,Completed,1998-01-01 01:01:01,9214
T98-0064,2-13-2018,,,Completed,1998-01-01 01:01:01,9215
T98-0065,2-13-2018,,,Completed,1998-01-01 01:01:01,9216
T98-0066,2-13-2018,,,Completed,1998-01-01 01:01:01,9217
T98-0067,2-13-2018,,,Completed,1998-01-01 01:01:01,9218
T98-0068,2-13-2018,,,Completed,1998-01-01 01:01:01,9219
T98-0069,2-13-2018,,,Completed,1998-01-01 01:01:01,9220
T98-0070,2-13-2018,,,Completed,1998-01-01 01:01:01,9221
T98-0071,2-13-2018,,,Completed,1998-01-01 01:01:01,9222
T98-0072,2-13-2018,,,Completed,1998-01-01 01:01:01,9223
T98-0073,2-13-2018,,,Completed,1998-01-01 01:01:01,9224
T98-0074,2-13-2018,,,Completed,1998-01-01 01:01:01,9225
T98-0075,2-13-2018,,,Completed,1998-01-01 01:01:01,9226
T98-0076,2-13-2018,,,Completed,1998-01-01 01:01:01,9227
T98-0077,2-13-2018,,,Completed,1998-01-01 01:01:01,9228
T98-0078,2-13-2018,,,Completed,1998-01-01 01:01:01,9229
T98-0079,2-13-2018,,,Completed,1998-01-01 01:01:01,9230
T98-0080,2-13-2018,,,Completed,1998-01-01 01:01:01,9231
T98-0081,2-13-2018,,,Completed,1998-01-01 01:01:01,9232
T98-0082,2-13-2018,,,Completed,1998-01-01 01:01:01,9233
T98-0083,2-13-2018,,,Completed,1998-01-01 01:01:01,9234
T98-0084,2-13-2018,,,Completed,1998-01-01 01:01:01,9235
T98-0085,2-13-2018,,,Completed,1998-01-01 01:01:01,9236
T98-0086,2-13-2018,,,Completed,1998-01-01 01:01:01,9237
T98-0087,2-13-2018,,,Completed,1998-01-01 01:01:01,9238
T98-0088,2-13-2018,,,Completed,1998-01-01 01:01:01,9239
T98-0089,2-13-2018,,,Completed,1998-01-01 01:01:01,9240
T98-0090,2-13-2018,,,Completed,1998-01-01 01:01:01,9241
T98-0091,2-13-2018,,,Completed,1998-01-01 01:01:01,9242
T98-0092,2-13-2018,,,Completed,1998-01-01 01:01:01,9243
T98-0093,2-13-2018,,,Completed,1998-01-01 01:01:01,9244
T98-0094,2-13-2018,,,Completed,1998-01-01 01:01:01,9245
T98-0095,2-13-2018,,,Completed,1998-01-01 01:01:01,9246
T98-0096,2-13-2018,,,Completed,1998-01-01 01:01:01,9247
T98-0097,2-13-2018,,,Completed,1998-01-01 01:01:01,9248
T98-0098,2-13-2018,,,Completed,1998-01-01 01:01:01,9249
T98-0099,2-13-2018,,,Completed,1998-01-01 01:01:01,9250
T98-0100,2-13-2018,,,Completed,1998-01-01 01:01:01,9251
T98-0101,2-13-2018,,,Completed,1998-01-01 01:01:01,9252
T98-0102,2-13-2018,,,Completed,1998-01-01 01:01:01,9253
T98-0103,2-13-2018,,,Completed,1998-01-01 01:01:01,9254
T98-0104,2-13-2018,,,Completed,1998-01-01 01:01:01,9255
T98-0105,2-13-2018,,,Completed,1998-01-01 01:01:01,9256
T98-0106,2-13-2018,,,Completed,1998-01-01 01:01:01,9257
T98-0107,2-13-2018,,,Completed,1998-01-01 01:01:01,9258
T98-0108,2-13-2018,,,Completed,1998-01-01 01:01:01,9259
T98-0109,2-13-2018,,,Completed,1998-01-01 01:01:01,9260
T98-0110,2-13-2018,,,Completed,1998-01-01 01:01:01,9261
T98-0111,2-13-2018,,,Completed,1998-01-01 01:01:01,9262
T98-0112,2-13-2018,,,Completed,1998-01-01 01:01:01,9263
T98-0113,2-13-2018,,,Completed,1998-01-01 01:01:01,9264
T98-0114,2-13-2018,,,Completed,1998-01-01 01:01:01,9265
T98-0115,2-13-2018,,,Completed,1998-01-01 01:01:01,9266
T98-0116,2-13-2018,,,Completed,1998-01-01 01:01:01,9267
T98-0117,2-13-2018,,,Completed,1998-01-01 01:01:01,9268
T98-0118,2-13-2018,,,Completed,1998-01-01 01:01:01,9269
T98-0119,2-13-2018,,,Completed,1998-01-01 01:01:01,9270
T98-0120,2-13-2018,,,Completed,1998-01-01 01:01:01,9271
T98-0121,2-13-2018,,,Completed,1998-01-01 01:01:01,9272
T98-0122,2-13-2018,,,Completed,1998-01-01 01:01:01,9273
T98-0123,2-13-2018,,,Completed,1998-01-01 01:01:01,9274
T98-0124,2-13-2018,,,Completed,1998-01-01 01:01:01,9275
T98-0125,2-13-2018,,,Completed,1998-01-01 01:01:01,9276
T98-0126,2-13-2018,,,Completed,1998-01-01 01:01:01,9277
T98-0127,2-13-2018,,,Completed,1998-01-01 01:01:01,9278
T98-0128,2-13-2018,,,Completed,1998-01-01 01:01:01,9279
T98-0129,2-13-2018,,,Completed,1998-01-01 01:01:01,9280
T98-0130,2-13-2018,,,Completed,1998-01-01 01:01:01,9281
T98-0131,2-13-2018,,,Completed,1998-01-01 01:01:01,9282
T98-0132,2-13-2018,,,Completed,1998-01-01 01:01:01,9283
T98-0133,2-13-2018,,,Completed,1998-01-01 01:01:01,9284
T98-0136,2-13-2018,,,Completed,1998-01-01 01:01:01,9285
T98-0137,2-13-2018,,,Completed,1998-01-01 01:01:01,9286
T98-0138,2-13-2018,,,Completed,1998-01-01 01:01:01,9287
T98-0139,2-13-2018,,,Completed,1998-01-01 01:01:01,9288
T98-0140,2-13-2018,,,Completed,1998-01-01 01:01:01,9289
T98-0141,2-13-2018,,,Completed,1998-01-01 01:01:01,9290
T98-0142,2-13-2018,,,Completed,1998-01-01 01:01:01,9291
T98-0143,2-13-2018,,,Completed,1998-01-01 01:01:01,9292
T98-0144,2-13-2018,,,Completed,1998-01-01 01:01:01,9293
T98-0145,2-13-2018,,,Completed,1998-01-01 01:01:01,9294
T98-0146,2-13-2018,,,Completed,1998-01-01 01:01:01,9295
T98-0147,2-13-2018,,,Completed,1998-01-01 01:01:01,9296
T98-0148,2-13-2018,,,Completed,1998-01-01 01:01:01,9297
T98-0149,2-13-2018,,,Completed,1998-01-01 01:01:01,9298
T98-0150,2-13-2018,,,Completed,1998-01-01 01:01:01,9299
T98-0151,2-13-2018,,,Completed,1998-01-01 01:01:01,9300
T98-0152,2-13-2018,,,Completed,1998-01-01 01:01:01,9301
T98-0154,2-13-2018,,,Completed,1998-01-01 01:01:01,9302
T98-0155,2-13-2018,,,Completed,1998-01-01 01:01:01,9303
T98-0156,2-13-2018,,,Completed,1998-01-01 01:01:01,9304
T98-0158,2-13-2018,,,Completed,1998-01-01 01:01:01,9305
T98-0159,2-13-2018,,,Completed,1998-01-01 01:01:01,9306
T98-0160,2-13-2018,,,Completed,1998-01-01 01:01:01,9307
T98-0161,2-13-2018,,,Completed,1998-01-01 01:01:01,9308
T98-0162,2-13-2018,,,Completed,1998-01-01 01:01:01,9309
T98-0163,2-13-2018,,,Completed,1998-01-01 01:01:01,9310
T98-0164,2-13-2018,,,Completed,1998-01-01 01:01:01,9311
T98-0165,2-13-2018,,,Completed,1998-01-01 01:01:01,9312
T98-0166,2-13-2018,,,Completed,1998-01-01 01:01:01,9313
T98-0167,2-13-2018,,,Completed,1998-01-01 01:01:01,9314
T98-0168,2-13-2018,,,Completed,1998-01-01 01:01:01,9315
T98-0169,2-13-2018,,,Completed,1998-01-01 01:01:01,9316
T98-0170,2-13-2018,,,Completed,1998-01-01 01:01:01,9317
T98-0171,2-13-2018,,,Completed,1998-01-01 01:01:01,9318
T98-0172,2-13-2018,,,Completed,1998-01-01 01:01:01,9319
T98-0173,2-13-2018,,,Completed,1998-01-01 01:01:01,9320
T98-0174,2-13-2018,,,Completed,1998-01-01 01:01:01,9321
T98-0175,2-13-2018,,,Completed,1998-01-01 01:01:01,9322
T98-0176,2-13-2018,,,Completed,1998-01-01 01:01:01,9323
T98-0177,2-13-2018,,,Completed,1998-01-01 01:01:01,9324
T98-0178,2-13-2018,,,Completed,1998-01-01 01:01:01,9325
T98-0179,2-13-2018,,,Completed,1998-01-01 01:01:01,9326
T98-0180,2-13-2018,,,Completed,1998-01-01 01:01:01,9327
T98-0181,2-13-2018,,,Completed,1998-01-01 01:01:01,9328
T98-0182,2-13-2018,,,Completed,1998-01-01 01:01:01,9329
T98-0183,2-13-2018,,,Completed,1998-01-01 01:01:01,9330
T98-0184,2-13-2018,,,Completed,1998-01-01 01:01:01,9331
T98-0185,2-13-2018,,,Completed,1998-01-01 01:01:01,9332
T98-0186,2-13-2018,,,Completed,1998-01-01 01:01:01,9333
T98-0187,2-13-2018,,,Completed,1998-01-01 01:01:01,9334
T98-0188,2-13-2018,,,Completed,1998-01-01 01:01:01,9335
T98-0189,2-13-2018,,,Completed,1998-01-01 01:01:01,9336
T98-0190,2-13-2018,,,Completed,1998-01-01 01:01:01,9337
T98-0191,2-13-2018,,,Completed,1998-01-01 01:01:01,9338
T98-0192,2-13-2018,,,Completed,1998-01-01 01:01:01,9339
T98-0193,2-13-2018,,,Completed,1998-01-01 01:01:01,9340
T98-0194,2-13-2018,,,Completed,1998-01-01 01:01:01,9341
T98-0196,2-13-2018,,,Completed,1998-01-01 01:01:01,9342
T98-0197,2-13-2018,,,Completed,1998-01-01 01:01:01,9343
T98-0198,2-13-2018,,,Completed,1998-01-01 01:01:01,9344
T98-0199,2-13-2018,,,Completed,1998-01-01 01:01:01,9345
L97-0113,1-1-1997,,Approval of Increase,Completed,1997-01-01 01:01:01,8940
L97-0058,1-1-1997,,Approval of Increase,Completed,1997-01-01 01:01:01,8944
L97-0059,1-1-1997,,Approval of Increase,Completed,1997-01-01 01:01:01,8945
L97-0057,1-1-1997,,Approval of Increase,Completed,1997-01-01 01:01:01,8951
L97-0023,1-1-1997,,Approval of Increase,Completed,1997-01-01 01:01:01,8954
L97-0060,1-1-1997,,Approval of Increase,Completed,1997-01-01 01:01:01,8955
L97-0106,1-1-1997,,Certificate of Exemption,Completed,1997-01-01 01:01:01,8939
T97-0001,2-13-2018,,,Completed,1997-01-01 01:01:01,9060
T97-0002,2-13-2018,,,Completed,1997-01-01 01:01:01,9061
T97-0003,2-13-2018,,,Completed,1997-01-01 01:01:01,9062
T97-0004,2-13-2018,,,Completed,1997-01-01 01:01:01,9063
T97-0005,2-13-2018,,,Completed,1997-01-01 01:01:01,9064
T97-0006,2-13-2018,,,Completed,1997-01-01 01:01:01,9065
T97-0007,2-13-2018,,,Completed,1997-01-01 01:01:01,9066
T97-0008,2-13-2018,,,Completed,1997-01-01 01:01:01,9067
T97-0009,2-13-2018,,,Completed,1997-01-01 01:01:01,9068
T97-0010,2-13-2018,,,Completed,1997-01-01 01:01:01,9069
T97-0011,2-13-2018,,,Completed,1997-01-01 01:01:01,9070
T97-0012,2-13-2018,,,Completed,1997-01-01 01:01:01,9071
T97-0013,2-13-2018,,,Completed,1997-01-01 01:01:01,9072
T97-0014,2-13-2018,,,Completed,1997-01-01 01:01:01,9073
T97-0015,2-13-2018,,,Completed,1997-01-01 01:01:01,9074
T97-0016,2-13-2018,,,Completed,1997-01-01 01:01:01,9075
T97-0017,2-13-2018,,,Completed,1997-01-01 01:01:01,9076
T97-0018,2-13-2018,,,Completed,1997-01-01 01:01:01,9077
T97-0019,2-13-2018,,,Completed,1997-01-01 01:01:01,9078
T97-0020,2-13-2018,,,Completed,1997-01-01 01:01:01,9079
T97-0021,2-13-2018,,,Completed,1997-01-01 01:01:01,9080
T97-0022,2-13-2018,,,Completed,1997-01-01 01:01:01,9081
T97-0037,2-13-2018,,,Completed,1997-01-01 01:01:01,9082
T97-0038,2-13-2018,,,Completed,1997-01-01 01:01:01,9083
T97-0039,2-13-2018,,,Completed,1997-01-01 01:01:01,9084
T97-0040,2-13-2018,,,Completed,1997-01-01 01:01:01,9085
T97-0041,2-13-2018,,,Completed,1997-01-01 01:01:01,9086
T97-0042,2-13-2018,,,Completed,1997-01-01 01:01:01,9087
T97-0043,2-13-2018,,,Completed,1997-01-01 01:01:01,9088
T97-0044,2-13-2018,,,Completed,1997-01-01 01:01:01,9089
T97-0045,2-13-2018,,,Completed,1997-01-01 01:01:01,9090
T97-0046,2-13-2018,,,Completed,1997-01-01 01:01:01,9091
T97-0047,2-13-2018,,,Completed,1997-01-01 01:01:01,9092
T97-0048,2-13-2018,,,Completed,1997-01-01 01:01:01,9093
T97-0050,2-13-2018,,,Completed,1997-01-01 01:01:01,9094
T97-0051,2-13-2018,,,Completed,1997-01-01 01:01:01,9095
T97-0052,2-13-2018,,,Completed,1997-01-01 01:01:01,9096
T97-0053,2-13-2018,,,Completed,1997-01-01 01:01:01,9097
T97-0054,2-13-2018,,,Completed,1997-01-01 01:01:01,9098
T97-0055,2-13-2018,,,Completed,1997-01-01 01:01:01,9099
T97-0056,2-13-2018,,,Completed,1997-01-01 01:01:01,9100
T97-0061,2-13-2018,,,Completed,1997-01-01 01:01:01,9101
T97-0062,2-13-2018,,,Completed,1997-01-01 01:01:01,9102
T97-0063,2-13-2018,,,Completed,1997-01-01 01:01:01,9103
T97-0064,2-13-2018,,,Completed,1997-01-01 01:01:01,9104
T97-0065,2-13-2018,,,Completed,1997-01-01 01:01:01,9105
T97-0066,2-13-2018,,,Completed,1997-01-01 01:01:01,9106
T97-0067,2-13-2018,,,Completed,1997-01-01 01:01:01,9107
T97-0068,2-13-2018,,,Completed,1997-01-01 01:01:01,9108
T97-0069,2-13-2018,,,Completed,1997-01-01 01:01:01,9109
T97-0070,2-13-2018,,,Completed,1997-01-01 01:01:01,9110
T97-0071,2-13-2018,,,Completed,1997-01-01 01:01:01,9111
T97-0072,2-13-2018,,,Completed,1997-01-01 01:01:01,9112
T97-0073,2-13-2018,,,Completed,1997-01-01 01:01:01,9113
T97-0074,2-13-2018,,,Completed,1997-01-01 01:01:01,9114
T97-0075,2-13-2018,,,Completed,1997-01-01 01:01:01,9115
T97-0076,2-13-2018,,,Completed,1997-01-01 01:01:01,9116
T97-0077,2-13-2018,,,Completed,1997-01-01 01:01:01,9117
T97-0078,2-13-2018,,,Completed,1997-01-01 01:01:01,9118
T97-0079,2-13-2018,,,Completed,1997-01-01 01:01:01,9119
T97-0080,2-13-2018,,,Completed,1997-01-01 01:01:01,9120
T97-0081,2-13-2018,,,Completed,1997-01-01 01:01:01,9121
T97-0082,2-13-2018,,,Completed,1997-01-01 01:01:01,9122
T97-0083,2-13-2018,,,Completed,1997-01-01 01:01:01,9123
T97-0084,2-13-2018,,,Completed,1997-01-01 01:01:01,9124
T97-0085,2-13-2018,,,Completed,1997-01-01 01:01:01,9125
T97-0086,2-13-2018,,,Completed,1997-01-01 01:01:01,9126
T97-0087,2-13-2018,,,Completed,1997-01-01 01:01:01,9127
T97-0088,2-13-2018,,,Completed,1997-01-01 01:01:01,9128
T97-0089,2-13-2018,,,Completed,1997-01-01 01:01:01,9129
T97-0090,2-13-2018,,,Completed,1997-01-01 01:01:01,9130
T97-0091,2-13-2018,,,Completed,1997-01-01 01:01:01,9131
T97-0092,2-13-2018,,,Completed,1997-01-01 01:01:01,9132
T97-0093,2-13-2018,,,Completed,1997-01-01 01:01:01,9133
T97-0094,2-13-2018,,,Completed,1997-01-01 01:01:01,9134
T97-0095,2-13-2018,,,Completed,1997-01-01 01:01:01,9135
T97-0096,2-13-2018,,,Completed,1997-01-01 01:01:01,9136
T97-0097,2-13-2018,,,Completed,1997-01-01 01:01:01,9137
T97-0098,2-13-2018,,,Completed,1997-01-01 01:01:01,9138
T97-0099,2-13-2018,,,Completed,1997-01-01 01:01:01,9139
T97-0100,2-13-2018,,,Completed,1997-01-01 01:01:01,9140
T97-0101,2-13-2018,,,Completed,1997-01-01 01:01:01,9141
T97-0102,2-13-2018,,,Completed,1997-01-01 01:01:01,9142
T97-0103,2-13-2018,,,Completed,1997-01-01 01:01:01,9143
T97-0104,2-13-2018,,,Completed,1997-01-01 01:01:01,9144
T97-0105,2-13-2018,,,Completed,1997-01-01 01:01:01,9145
T97-0107,2-13-2018,,,Completed,1997-01-01 01:01:01,9146
T97-0108,2-13-2018,,,Completed,1997-01-01 01:01:01,9147
T97-0109,2-13-2018,,,Completed,1997-01-01 01:01:01,9148
T97-0110,2-13-2018,,,Completed,1997-01-01 01:01:01,9149
T97-0111,2-13-2018,,,Completed,1997-01-01 01:01:01,9150
T97-0112,2-13-2018,,,Completed,1997-01-01 01:01:01,9151
T97-0114,2-13-2018,,,Completed,1997-01-01 01:01:01,9152
T97-0115,2-13-2018,,,Completed,1997-01-01 01:01:01,9153
L96-0093,1-1-1996,,Certificate of Exemption,Completed,1996-01-01 01:01:01,8947
T96-0084,2-13-2018,,,Completed,1996-01-01 01:01:01,9039
T96-0087,2-13-2018,,,Completed,1996-01-01 01:01:01,9041
T96-0088,2-13-2018,,,Completed,1996-01-01 01:01:01,9042
T96-0089,2-13-2018,,,Completed,1996-01-01 01:01:01,9043
